Entry,Entry.Name,Protein.names,Reviewed,ComplexPortal,OrthoDB
Q1HG43,DOXA1_HUMAN,Dual oxidase maturation factor 1 (Dual oxidase activator 1) (Numb-interacting protein),reviewed,CPX-8183;,10042652at2759;
Q3MIR4,CC50B_HUMAN,Cell cycle control protein 50B (P4-ATPase flippase complex beta subunit TMEM30B) (Transmembrane protein 30B),reviewed,CPX-6283;CPX-6286;CPX-6303;CPX-6306;,340608at2759;
Q53T94,TAF1B_HUMAN,TATA box-binding protein-associated factor RNA polymerase I subunit B (RNA polymerase I-specific TBP-associated factor 63 kDa) (TAFI63) (TATA box-binding protein-associated factor 1B) (TBP-associated factor 1B) (Transcription initiation factor SL1/TIF-IB subunit B),reviewed,CPX-7978;,10069252at2759;
Q587J8,KHDC3_HUMAN,KH domain-containing protein 3 (ES cell-associated transcript 1 protein) (KHDC3-like protein),reviewed,CPX-2210;,9790568at2759;
Q5BKZ1,ZN326_HUMAN,DBIRD complex subunit ZNF326 (Zinc finger protein 326) (Zinc finger protein interacting with mRNPs and DBC1),reviewed,CPX-2645;,9904304at2759;
Q5TGZ0,MIC10_HUMAN,MICOS complex subunit MIC10 (Mitochondrial inner membrane organizing system protein 1),reviewed,CPX-6141;,1916310at2759;
Q66K64,DCA15_HUMAN,DDB1- and CUL4-associated factor 15,reviewed,CPX-2765;CPX-2766;,6354267at2759;
Q6QNY1,BL1S2_HUMAN,Biogenesis of lysosome-related organelles complex 1 subunit 2 (BLOC-1 subunit 2) (Centrosome-associated protein),reviewed,CPX-1910;CPX-5029;,244061at2759;
Q86WV5,TEN1L_HUMAN,CST complex subunit TEN1 (Protein telomeric pathways with STN1 homolog) (Telomere length regulation protein TEN1 homolog),reviewed,CPX-2129;,342190at2759;
Q8IY31,IFT20_HUMAN,Intraflagellar transport protein 20 homolog (hIFT20),reviewed,CPX-5022;,10254896at2759;
Q8NFR9,I17RE_HUMAN,Interleukin-17 receptor E (IL-17 receptor E) (IL-17RE),reviewed,CPX-9207;,9894203at2759;
Q8TDH9,BL1S5_HUMAN,Biogenesis of lysosome-related organelles complex 1 subunit 5 (BLOC-1 subunit 5) (Protein Muted homolog),reviewed,CPX-1910;,9476216at2759;
Q8WVK7,SKA2_HUMAN,Spindle and kinetochore-associated protein 2 (Protein FAM33A),reviewed,CPX-5642;,193920at2759;
Q969W0,SPTSA_HUMAN,Serine palmitoyltransferase small subunit A (Small subunit of serine palmitoyltransferase A) (ssSPTa),reviewed,CPX-6663;CPX-6665;,202672at2759;
Q96IX5,ATPMK_HUMAN,"ATP synthase membrane subunit K, mitochondrial (ATP synthase membrane subunit DAPIT, mitochondrial) (Diabetes-associated protein in insulin-sensitive tissues) (HCV F-transactivated protein 2) (Up-regulated during skeletal muscle growth protein 5)",reviewed,CPX-6151;,9435504at2759;
Q96QD9,UIF_HUMAN,UAP56-interacting factor (Forty-two-three domain-containing protein 1) (Protein 40-2-3),reviewed,CPX-2488;CPX-7261;,9938627at2759;
Q99871,HAUS7_HUMAN,HAUS augmin-like complex subunit 7 (26S proteasome-associated UCH37-interacting protein 1) (UCHL5-interacting protein) (X-linked protein STS1769),reviewed,CPX-1847;,6435999at2759;
Q9BQ83,SLX1_HUMAN,Structure-specific endonuclease subunit SLX1 (EC 3.1.-.-) (GIY-YIG domain-containing protein 1),reviewed,CPX-8175;,24645at2759;
Q9BT43,RPC7L_HUMAN,DNA-directed RNA polymerase III subunit RPC7-like (RNA polymerase III subunit C7-like) (DNA-directed RNA polymerase III subunit G-like) (RNA polymerase III 32 kDa beta subunit) (RPC32-beta),reviewed,CPX-7482;,5377312at2759;
Q9BVK8,TM147_HUMAN,BOS complex subunit TMEM147 (Protein NIFIE 14) (Transmembrane protein 147),reviewed,CPX-8021;CPX-8022;CPX-8023;,9993532at2759;
Q9H633,RPP21_HUMAN,Ribonuclease P protein subunit p21 (RNaseP protein p21) (Ribonuclease P/MRP 21 kDa subunit) (Ribonucleoprotein V),reviewed,CPX-2877;,128536at2759;
Q9H7L9,SDS3_HUMAN,Sin3 histone deacetylase corepressor complex component SDS3 (45 kDa Sin3-associated polypeptide) (Suppressor of defective silencing 3 protein homolog),reviewed,CPX-3321;CPX-3322;CPX-3323;,70376at2759;
Q9NRY2,SOSSC_HUMAN,SOSS complex subunit C (INTS3- and NABP-interacting protein) (Sensor of single-strand DNA complex subunit C) (Sensor of ssDNA subunit C) (SOSS-C) (Single-stranded DNA-binding protein-interacting protein 1) (SSB-interacting protein 1) (hSSBIP1),reviewed,CPX-482;CPX-614;,10040290at2759;
Q9NSB4,KRT82_HUMAN,"Keratin, type II cuticular Hb2 (Keratin-82) (K82) (Type II hair keratin Hb2) (Type-II keratin Kb22)",reviewed,CPX-5664;,2441647at2759;
Q9NZH6,IL37_HUMAN,Interleukin-37 (IL-37) (FIL1 zeta) (IL-1X) (Interleukin-1 family member 7) (IL-1F7) (Interleukin-1 homolog 4) (IL-1H) (IL-1H4) (Interleukin-1 zeta) (IL-1 zeta) (Interleukin-1-related protein) (IL-1RP1),reviewed,CPX-10344 [Q9NZH6-1];CPX-10345;CPX-10348;,9449069at2759;
Q9ULQ0,STRP2_HUMAN,Striatin-interacting protein 2 (Protein FAM40B),reviewed,CPX-8601;CPX-8605;CPX-8607;,18234at2759;
Q9Y282,ERGI3_HUMAN,Endoplasmic reticulum-Golgi intermediate compartment protein 3 (Serologically defined breast cancer antigen NY-BR-84),reviewed,CPX-7221;,270930at2759;
Q9Y6A9,SPCS1_HUMAN,Signal peptidase complex subunit 1 (Microsomal signal peptidase 12 kDa subunit) (SPase 12 kDa subunit),reviewed,CPX-2847;CPX-7205;,263893at2759;
O00471,EXOC5_HUMAN,Exocyst complex component 5 (Exocyst complex component Sec10) (hSec10),reviewed,CPX-4943;CPX-4944;,125856at2759;
O43299,AP5Z1_HUMAN,AP-5 complex subunit zeta-1 (Adaptor-related protein complex 5 zeta subunit) (Zeta5),reviewed,CPX-5181;,744564at2759;
O75818,RPP40_HUMAN,Ribonuclease P protein subunit p40 (RNaseP protein p40) (RNase P subunit 1),reviewed,CPX-2876;CPX-2877;,63112at2759;
O94777,DPM2_HUMAN,Dolichol phosphate-mannose biosynthesis regulatory protein (Dolichol-phosphate mannose synthase subunit 2) (DPM synthase subunit 2),reviewed,CPX-6268;CPX-6502;,311279at2759;
P01567,IFNA7_HUMAN,Interferon alpha-7 (IFN-alpha-7) (Interferon alpha-J) (LeIF J) (Interferon alpha-J1) (IFN-alpha-J1),reviewed,CPX-5997;,9481177at2759;
P62699,YPEL5_HUMAN,Protein yippee-like 5,reviewed,CPX-7901;CPX-7902;CPX-7903;CPX-876;,6407410at2759;
Q09019,DMWD_HUMAN,Dystrophia myotonica WD repeat-containing protein (Dystrophia myotonica-containing WD repeat motif protein) (Protein 59) (Protein DMR-N9),reviewed,CPX-9381;,3367at2759;
Q12912,IRAG2_HUMAN,"Inositol 1,4,5-triphosphate receptor associated 2 (Lymphoid-restricted membrane protein) (Protein Jaw1) [Cleaved into: Processed inositol 1,4,5-triphosphate receptor associated 2]",reviewed,CPX-9521;CPX-9541;,10062605at2759;
Q53HC5,KLH26_HUMAN,Kelch-like protein 26,reviewed,CPX-8130;,45365at2759;
Q5H9S7,DCA17_HUMAN,DDB1- and CUL4-associated factor 17,reviewed,CPX-2415;CPX-2416;,9971789at2759;
Q6NZ36,FAP20_HUMAN,Fanconi anemia core complex-associated protein 20 (FANCA-associated protein of 20 kDa) (Fanconi anemia-associated protein of 20 kDa),reviewed,CPX-6263;,10063431at2759;
Q6P9B9,INT5_HUMAN,Integrator complex subunit 5 (Int5),reviewed,CPX-6441;,69088at2759;
Q6PF06,TM10B_HUMAN,tRNA methyltransferase 10 homolog B (EC 2.1.1.221) (RNA (guanine-9-)-methyltransferase domain-containing protein 3) (tRNA (guanine(9)-N(1))-methyltransferase TRMT10B),reviewed,CPX-6124;,278300at2759;
Q6PI98,IN80C_HUMAN,INO80 complex subunit C (IES6 homolog) (hIes6),reviewed,CPX-846;,49520at2759;
Q7L2Z9,CENPQ_HUMAN,Centromere protein Q (CENP-Q),reviewed,CPX-5646;,8927710at2759;
Q7RTX7,CTSR4_HUMAN,Cation channel sperm-associated protein 4 (CatSper4),reviewed,CPX-9165;,2984333at2759;
Q86YV9,HPS6_HUMAN,BLOC-2 complex member HPS6 (Hermansky-Pudlak syndrome 6 protein) (Ruby-eye protein homolog) (Ru),reviewed,CPX-5044;,8581967at2759;
Q8IU54,IFNL1_HUMAN,Interferon lambda-1 (IFN-lambda-1) (Cytokine Zcyto21) (Interleukin-29) (IL-29),reviewed,CPX-6011;,9897984at2759;
Q8IXS2,DRC2_HUMAN,Dynein regulatory complex subunit 2 (Coiled-coil domain-containing protein 65) (Testis development protein NYD-SP28),reviewed,CPX-8086;,7760980at2759;
Q8N0S2,SYCE1_HUMAN,Synaptonemal complex central element protein 1 (Cancer/testis antigen 76) (CT76),reviewed,CPX-2461;,8931744at2759;
Q8N0S6,CENPL_HUMAN,Centromere protein L (CENP-L) (Interphase centromere complex protein 33),reviewed,CPX-5646;,8864979at2759;
Q8N4V1,EMC5_HUMAN,ER membrane protein complex subunit 5 (Membrane magnesium transporter 1) (Transmembrane protein 32),reviewed,CPX-5848;CPX-5881;,44756at2759;
Q8NDF8,PAPD5_HUMAN,Terminal nucleotidyltransferase 4B (Non-canonical poly(A) RNA polymerase PAPD5) (EC 2.7.7.19) (PAP-associated domain-containing protein 5) (Terminal guanylyltransferase) (EC 2.7.7.-) (Terminal uridylyltransferase 3) (TUTase 3) (Topoisomerase-related function protein 4-2) (TRF4-2),reviewed,CPX-2740;,273917at2759;
Q8NFC6,BD1L1_HUMAN,Biorientation of chromosomes in cell division protein 1-like 1,reviewed,CPX-7111;,7605699at2759;
Q8WUX9,CHMP7_HUMAN,Charged multivesicular body protein 7 (Chromatin-modifying protein 7),reviewed,CPX-329;,10250120at2759;
Q96C74,ROP1L_HUMAN,Ropporin-1-like protein (ROPN1-like protein) (AKAP-associated sperm protein),reviewed,CPX-8163;CPX-8164;,10067602at2759;
Q96Q05,TPPC9_HUMAN,Trafficking protein particle complex subunit 9 (NIK- and IKBKB-binding protein) (Tularik gene 1 protein),reviewed,CPX-4749;CPX-6902;,27962at2759;
Q99726,ZNT3_HUMAN,Probable proton-coupled zinc antiporter SLC30A3 (Solute carrier family 30 member 3) (Zinc transporter 3) (ZnT-3),reviewed,CPX-8426;CPX-8427;CPX-8428;CPX-8443;CPX-8464;,9944568at2759;
Q9BRI3,ZNT2_HUMAN,Proton-coupled zinc antiporter SLC30A2 (Solute carrier family 30 member 2) (Zinc transporter 2) (ZnT-2),reviewed,CPX-8406;CPX-8407;CPX-8428;CPX-8442;CPX-8463;,9944568at2759;
Q9BRQ6,MIC25_HUMAN,MICOS complex subunit MIC25 (Coiled-coil-helix cristae morphology protein 1) (Coiled-coil-helix-coiled-coil-helix domain-containing protein 6),reviewed,CPX-6141;,70030at2759;
Q9BW61,DDA1_HUMAN,DET1- and DDB1-associated protein 1 (Placenta cross-immune reaction antigen 1) (PCIA-1),reviewed,CPX-2765;CPX-2766;,8598182at2759;
Q9GZN7,ROGDI_HUMAN,Protein rogdi homolog,reviewed,CPX-10301;CPX-10303;,66510at2759;
Q9H0R1,AP5M1_HUMAN,AP-5 complex subunit mu-1 (Adaptor-related protein complex 5 subunit mu-1) (Mu5) (Mu-2-related death-inducing protein) (MuD) (Putative HIV-1 infection-related protein),reviewed,CPX-5181;,1877176at2759;
Q9H2G9,GO45_HUMAN,Golgin-45 (Basic leucine zipper nuclear factor 1) (JEM-1) (p45 basic leucine-zipper nuclear factor),reviewed,CPX-6092;,5959043at2759;
Q9H9C1,SPE39_HUMAN,Spermatogenesis-defective protein 39 homolog (hSPE-39) (VPS33B-interacting protein in apical-basolateral polarity regulator) (VPS33B-interacting protein in polarity and apical restriction),reviewed,CPX-6241;,9977282at2759;
Q9NWB7,IFT57_HUMAN,Intraflagellar transport protein 57 homolog (Dermal papilla-derived protein 8) (Estrogen-related receptor beta-like protein 1) (HIP1-interacting protein) (MHS4R2),reviewed,CPX-5022;,423881at2759;
Q9UK58,CCNL1_HUMAN,Cyclin-L1 (Cyclin-L),reviewed,CPX-341;CPX-344;CPX-346;CPX-348;,10264655at2759;
Q9Y3D0,CIA2B_HUMAN,Cytosolic iron-sulfur assembly component 2B (MSS19-interacting protein of 18 kDa) (Mitotic spindle-associated MMXD complex subunit MIP18) (Protein FAM96B),reviewed,CPX-2837;,2746at2759;
D6RGH6,MCIN_HUMAN,Multicilin (Multiciliate differentiation and DNA synthesis-associated cell cycle protein) (McIdas protein) (Protein Idas),reviewed,CPX-661;,9445365at2759;
O14863,ZNT4_HUMAN,Probable proton-coupled zinc antiporter SLC30A4 (Solute carrier family 30 member 4) (Zinc transporter 4) (ZnT-4),reviewed,CPX-8429;CPX-8441;CPX-8442;CPX-8443;CPX-8465;,9944568at2759;
O43482,MS18B_HUMAN,Protein Mis18-beta (Cancer/testis antigen 86) (CT86) (Opa-interacting protein 5) (OIP-5),reviewed,CPX-3272;,9926299at2759;
O60293,ZC3H1_HUMAN,Zinc finger C3H1 domain-containing protein (Coiled-coil domain-containing protein 131) (Proline/serine-rich coiled-coil protein 2),reviewed,CPX-2750;CPX-2752;,1922977at2759;
O60645,EXOC3_HUMAN,Exocyst complex component 3 (Exocyst complex component Sec6),reviewed,CPX-4943;CPX-4944;,10047020at2759;
O75478,TAD2A_HUMAN,Transcriptional adapter 2-alpha (Transcriptional adapter 2-like) (ADA2-like protein),reviewed,CPX-1004;CPX-989;CPX-997;,270417at2759;
O75971,SNPC5_HUMAN,snRNA-activating protein complex subunit 5 (SNAPc subunit 5) (Small nuclear RNA-activating complex polypeptide 5) (snRNA-activating protein complex 19 kDa subunit) (SNAPc 19 kDa subunit),reviewed,CPX-8637;,6158499at2759;
O95072,REC8_HUMAN,Meiotic recombination protein REC8 homolog (Cohesin Rec8p),reviewed,CPX-7442;,10071381at2759;
O95460,MATN4_HUMAN,Matrilin-4,reviewed,CPX-4641;,6022609at2759;
O95922,TTLL1_HUMAN,Polyglutamylase complex subunit TTLL1 (EC 6.3.2.-) (Tubulin polyglutamylase TTLL1) (Tubulin polyglutamylase complex subunit 3) (PGs3) (Tubulin--tyrosine ligase-like protein 1),reviewed,CPX-2572;,202825at2759;
P01861,IGHG4_HUMAN,Immunoglobulin heavy constant gamma 4 (Ig gamma-4 chain C region),reviewed,CPX-6949;CPX-6950;CPX-6951;CPX-6952;CPX-6953;CPX-6954;,8694217at2759;
P78537,BL1S1_HUMAN,Biogenesis of lysosome-related organelles complex 1 subunit 1 (BLOC-1 subunit 1) (GCN5-like protein 1) (Protein RT14) (Protein acetyltransferase BLOC1S1) (EC 2.3.1.-),reviewed,CPX-1910;CPX-5029;,20018at2759;
Q13323,BIK_HUMAN,Bcl-2-interacting killer (Apoptosis inducer NBK) (BIP1) (BP4),reviewed,CPX-309;,9799917at2759;
Q2MV58,TECT1_HUMAN,Tectonic-1,reviewed,CPX-2531;,2104337at2759;
Q2WGJ6,KLH38_HUMAN,Kelch-like protein 38,reviewed,CPX-8242;,45365at2759;
Q5PSV4,BRM1L_HUMAN,Breast cancer metastasis-suppressor 1-like protein (BRMS1-homolog protein p40) (BRMS1-like protein p40),reviewed,CPX-3321;CPX-3322;CPX-3323;,20886at2759;
Q5VSL9,STRP1_HUMAN,Striatin-interacting protein 1 (Protein FAM40A),reviewed,CPX-2236;CPX-8604;CPX-8606;,18234at2759;
Q6PID8,KLD10_HUMAN,Kelch domain-containing protein 10,reviewed,CPX-2223;,7676067at2759;
Q7Z392,TPC11_HUMAN,Trafficking protein particle complex subunit 11,reviewed,CPX-4750;CPX-6903;,6278596at2759;
Q7Z4G1,COMD6_HUMAN,COMM domain-containing protein 6,reviewed,CPX-2211;,10251827at2759;
Q8IUX1,T126B_HUMAN,"Complex I assembly factor TMEM126B, mitochondrial (Transmembrane protein 126B)",reviewed,CPX-6322;,6234762at2759;
Q8IX21,SLF2_HUMAN,SMC5-SMC6 complex localization factor protein 2 (Smc5/6 localization factor 1),reviewed,CPX-5992;CPX-6086;,6158547at2759;
Q8N3Z6,ZCHC7_HUMAN,Zinc finger CCHC domain-containing protein 7 (TRAMP-like complex RNA-binding factor ZCCHC7),reviewed,CPX-2740;CPX-2749;,7608935at2759;
Q8NDD1,FSAF1_HUMAN,40S small subunit processome assembly factor 1,reviewed,CPX-2511;,10067479at2759;
Q8WUH2,TGFA1_HUMAN,Transforming growth factor-beta receptor-associated protein 1 (TGF-beta receptor-associated protein 1) (TRAP-1) (TRAP1),reviewed,CPX-6213;,10258882at2759;
Q92535,PIGC_HUMAN,Phosphatidylinositol N-acetylglucosaminyltransferase subunit C (Phosphatidylinositol-glycan biosynthesis class C protein) (PIG-C),reviewed,CPX-6502;,196709at2759;
Q92902,HPS1_HUMAN,BLOC-3 complex member HPS1 (Hermansky-Pudlak syndrome 1 protein),reviewed,CPX-5043;,10255234at2759;
Q96B49,TOM6_HUMAN,Mitochondrial import receptor subunit TOM6 homolog (Overexpressed breast tumor protein) (Translocase of outer membrane 6 kDa subunit homolog),reviewed,CPX-6121;,6016677at2759;
Q96BN2,TADA1_HUMAN,Transcriptional adapter 1 (SPT3-associated factor 42) (STAF42) (Transcriptional adapter 1-like protein),reviewed,CPX-6802;CPX-900;,10264870at2759;
Q96EF6,FBX17_HUMAN,F-box only protein 17 (F-box only protein 26),reviewed,CPX-7927;,1107553at2759;
Q96FT9,IFT43_HUMAN,Intraflagellar transport protein 43 homolog,reviewed,CPX-5021;,206950at2759;
Q96GY3,LIN37_HUMAN,Protein lin-37 homolog (Antolefinin),reviewed,CPX-2366;CPX-2368;CPX-7461;CPX-7462;,6287771at2759;
Q96JG6,VPS50_HUMAN,Syndetin (Coiled-coil domain-containing protein 132) (EARP/GARPII complex subunit VPS50),reviewed,CPX-6207;,10263345at2759;
Q96M63,ODAD1_HUMAN,Outer dynein arm-docking complex subunit 1 (Coiled-coil domain-containing protein 114),reviewed,CPX-2626;,6766775at2759;
Q96Q45,TM237_HUMAN,Transmembrane protein 237 (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 4 protein),reviewed,CPX-2531;,550113at2759;
Q96Q80,DERL3_HUMAN,Derlin-3 (Degradation in endoplasmic reticulum protein 3) (DERtrin-3) (Der1-like protein 3),reviewed,CPX-8783;,1716531at2759;
Q9BPU9,B9D2_HUMAN,B9 domain-containing protein 2 (MKS1-related protein 2),reviewed,CPX-2531;,184109at2759;
Q9BV81,EMC6_HUMAN,ER membrane protein complex subunit 6 (Transmembrane protein 93),reviewed,CPX-5848;CPX-5881;,16510at2759;
Q9BX26,SYCP2_HUMAN,Synaptonemal complex protein 2 (SCP-2) (Synaptonemal complex lateral element protein) (hsSCP2),reviewed,CPX-2461;,10256849at2759;
Q9BXV9,GON7_HUMAN,EKC/KEOPS complex subunit GON7,reviewed,CPX-2252;,8905128at2759;
Q9H095,DRC9_HUMAN,Dynein regulatory complex protein 9 (IQ domain-containing protein G),reviewed,CPX-8086;,10254713at2759;
Q9H3S5,PIGM_HUMAN,GPI mannosyltransferase 1 (EC 2.4.1.-) (GPI mannosyltransferase I) (GPI-MT-I) (Phosphatidylinositol-glycan biosynthesis class M protein) (PIG-M),reviewed,CPX-2697;,1741594at2759;
Q9H4D5,NXF3_HUMAN,Nuclear RNA export factor 3 (TAP-like protein 3) (TAPL-3),reviewed,CPX-2436;CPX-2612;,25872at2759;
Q9H8H0,NOL11_HUMAN,Nucleolar protein 11,reviewed,CPX-2450;,6502630at2759;
Q9HAF1,EAF6_HUMAN,Chromatin modification-related protein MEAF6 (MYST/Esa1-associated factor 6) (Esa1-associated factor 6 homolog) (Protein EAF6 homolog) (hEAF6) (Sarcoma antigen NY-SAR-91),reviewed,CPX-718;CPX-719;CPX-720;CPX-721;CPX-722;CPX-723;CPX-727;CPX-733;CPX-736;CPX-738;CPX-739;CPX-740;CPX-978;,440324at2759;
Q9NP50,SHCAF_HUMAN,SIN3-HDAC complex-associated factor (Protein FAM60A) (Tera protein homolog),reviewed,CPX-3323;,10023333at2759;
Q9NWR8,MCUB_HUMAN,"Calcium uniporter regulatory subunit MCUb, mitochondrial (MCUb) (Coiled-coil domain-containing protein 109B)",reviewed,CPX-5966;,278338at2759;
Q9NWZ8,GEMI8_HUMAN,Gem-associated protein 8 (Gemin-8) (Protein FAM51A1),reviewed,CPX-6031;,5989213at2759;
Q9NXX6,NSE4A_HUMAN,Non-structural maintenance of chromosomes element 4 homolog A (NS4EA) (Non-SMC element 4 homolog A),reviewed,CPX-6086;,361242at2759;
Q9NY27,PP4R2_HUMAN,Serine/threonine-protein phosphatase 4 regulatory subunit 2,reviewed,CPX-156;CPX-1843;CPX-1844;,341898at2759;
Q9Y3C0,WASC3_HUMAN,WASH complex subunit 3 (Coiled-coil domain-containing protein 53),reviewed,CPX-1163;CPX-1168;CPX-1169;CPX-1170;CPX-1171;CPX-1172;CPX-1173;CPX-1174;CPX-1175;CPX-1176;,268027at2759;
A5LHX3,PSB11_HUMAN,Proteasome subunit beta type-11 (EC 3.4.25.1) (Proteasome subunit beta-5t),reviewed,CPX-9004;,37597at2759;
A9QM74,IMA8_HUMAN,Importin subunit alpha-8 (Karyopherin subunit alpha-7),reviewed,CPX-1066;,29145at2759;
O43513,MED7_HUMAN,Mediator of RNA polymerase II transcription subunit 7 (hMED7) (Activator-recruited cofactor 34 kDa component) (ARC34) (Cofactor required for Sp1 transcriptional activation subunit 9) (CRSP complex subunit 9) (Mediator complex subunit 7) (RNA polymerase transcriptional regulation mediator subunit 7 homolog) (Transcriptional coactivator CRSP33),reviewed,CPX-3227;,10253553at2759;
O75420,GGYF1_HUMAN,GRB10-interacting GYF protein 1 (PERQ amino acid-rich with GYF domain-containing protein 1),reviewed,CPX-2336;CPX-2342;,48509at2759;
O75528,TADA3_HUMAN,Transcriptional adapter 3 (ADA3 homolog) (hADA3) (STAF54) (Transcriptional adapter 3-like) (ADA3-like protein),reviewed,CPX-1004;CPX-6802;CPX-900;CPX-903;CPX-989;CPX-997;,1232at2759;
O95995,DRC4_HUMAN,Dynein regulatory complex subunit 4 (Growth arrest-specific protein 11) (GAS-11) (Growth arrest-specific protein 8) (GAS-8),reviewed,CPX-8086;,767661at2759;
P10966,CD8B_HUMAN,T-cell surface glycoprotein CD8 beta chain (CD antigen CD8b),reviewed,CPX-6741;,9394844at2759;
P60602,ROMO1_HUMAN,Reactive oxygen species modulator 1 (ROS modulator 1) (Epididymis tissue protein Li 175) (Glyrichin) (Mitochondrial targeting GxxxG motif protein) (MTGM) (Protein MGR2 homolog),reviewed,CPX-6129;CPX-6130;,5409308at2759;
Q07444,NKG2E_HUMAN,NKG2-E type II integral membrane protein (NK cell receptor E) (NKG2-E-activating NK receptor),reviewed,CPX-5903;,10059571at2759;
Q13156,RFA4_HUMAN,Replication protein A 30 kDa subunit (RP-A p30) (Replication factor A protein 4) (RF-A protein 4),reviewed,CPX-1879;,25571at2759;
Q13326,SGCG_HUMAN,Gamma-sarcoglycan (Gamma-SG) (35 kDa dystrophin-associated glycoprotein) (35DAG),reviewed,CPX-2424;CPX-2443;CPX-2454;CPX-2455;,5973998at2759;
Q13487,SNPC2_HUMAN,snRNA-activating protein complex subunit 2 (SNAPc subunit 2) (Proximal sequence element-binding transcription factor subunit delta) (PSE-binding factor subunit delta) (PTF subunit delta) (Small nuclear RNA-activating complex polypeptide 2) (snRNA-activating protein complex 45 kDa subunit) (SNAPc 45 kDa subunit),reviewed,CPX-8637;,5990578at2759;
Q14993,COJA1_HUMAN,Collagen alpha-1(XIX) chain (Collagen alpha-1(Y) chain),reviewed,CPX-1760;,5983381at2759;
Q53F19,NCBP3_HUMAN,Nuclear cap-binding protein subunit 3 (Protein ELG),reviewed,CPX-2488;CPX-3624;CPX-7261;,422106at2759;
Q53TQ3,IN80D_HUMAN,INO80 complex subunit D,reviewed,CPX-846;,10038011at2759;
Q5MIZ7,P4R3B_HUMAN,Serine/threonine-protein phosphatase 4 regulatory subunit 3B (SMEK homolog 2),reviewed,CPX-1844;,27483at2759;
Q6QNY0,BL1S3_HUMAN,Biogenesis of lysosome-related organelles complex 1 subunit 3 (BLOC-1 subunit 3),reviewed,CPX-1910;,5984572at2759;
Q6UXV4,MIC27_HUMAN,MICOS complex subunit MIC27 (Apolipoprotein O-like) (Protein FAM121A),reviewed,CPX-6141;,5973346at2759;
Q7Z3J2,VP35L_HUMAN,VPS35 endosomal protein-sorting factor-like (Esophageal cancer-associated protein),reviewed,CPX-2211;,1734063at2759;
